Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
272,South Park 108,FCT,Nigeria,66381,1022,21.37,1,13,5,0,7.7,18,43,38,6,85,2023,High,Yes,8.5,Medium Risk,0.340409819,Low,10/4/2023,Stable,Underserved,Standard
273,Old Gate 43,Borno,Nigeria,19325,187,7.73,1,17,8,7,75,61,10,37,4,35,2023,High,Yes,18.85,High Risk,0.801369097,Critical,4/5/2023,At Risk,Adequate,Structural Hotspot
274,New Village 156,Oyo,Nigeria,39397,313,11.62,3,6,3,2,21,31,30,23,2,60,2024,Low,No,8,Medium Risk,0.285144061,Low,7/3/2024,Stable,Adequate,Standard
275,Old Gate 37,Akwa Ibom,Nigeria,43084,276,13.14,1,13,6,3,23,40,10,28,4,52,2022,High,Yes,12.8,Medium Risk,0.514781829,Medium,2/7/2022,Stable,Adequate,Standard
276,Central Gate 48,Oyo,Nigeria,20297,72,6.28,1,15,6,3,25.3,32,34,1,7,60,2023,High,Yes,12.3,Medium Risk,0.52416398,Medium,4/4/2023,Stable,Adequate,Standard
277,South Village 176,Kano,Nigeria,21435,235,6.42,1,14,7,2,55.3,27,44,15,2,50,2024,High,Yes,11.2,Medium Risk,0.487265966,Low,1/8/2024,Stable,Adequate,Standard
278,East Estate 98,Oyo,Nigeria,50941,155,14.28,2,14,8,4,67.3,32,53,24,2,60,2022,High,Yes,12.7,Medium Risk,0.585651134,Medium,21/01/2022,Stable,Adequate,Standard
279,East Quarter 127,Plateau,Nigeria,13742,244,5,1,16,8,4,43.8,34,51,7,1,48,2023,High,Yes,13.7,Medium Risk,0.621349074,Medium,11/3/2023,Stable,Adequate,Standard
280,North Gate 177,Lagos,Nigeria,58989,800,16.41,2,7,3,2,14,21,63,22,9,80,2023,Medium,No,6.85,Low Risk,0.274045663,Low,10/9/2023,Stable,Adequate,Standard
281,South Gate 58,Plateau,Nigeria,26035,271,12,1,17,6,3,31.1,33,48,15,5,48,2022,High,Yes,13.15,Medium Risk,0.557230341,Medium,26/11/2022,Stable,Adequate,Standard
282,East Park 85,Bauchi,Nigeria,44046,135,11.47,1,18,9,4,67.1,40,34,43,1,40,2024,High,Yes,15.55,High Risk,0.690300603,High,8/11/2024,At Risk,Adequate,Structural Hotspot
283,Old Market 155,FCT,Nigeria,72248,579,25.76,3,3,1,1,19.1,19,48,43,8,85,2024,Low,No,4.4,Low Risk,0.131208394,Low,8/2/2024,Stable,Adequate,Standard
284,Old Gate 103,Akwa Ibom,Nigeria,61276,164,19.65,1,15,8,4,76.1,47,10,15,3,52,2022,High,Yes,15.3,High Risk,0.640342209,High,16/04/2022,Stable,Underserved,Standard
285,West Quarter 133,Oyo,Nigeria,59222,248,17.39,2,8,4,4,66,45,15,13,5,60,2023,Medium,Yes,11.55,Medium Risk,0.437648221,Low,6/4/2023,Stable,Adequate,Standard
286,Old Quarter 128,Kaduna,Nigeria,15827,207,5.22,1,17,8,4,69.7,46,16,14,4,45,2023,High,Yes,15.85,High Risk,0.668145413,High,13/10/2023,Stable,Adequate,Structural Hotspot
287,Central Village 82,Borno,Nigeria,19955,181,6.94,1,20,9,4,66.8,36,51,21,5,35,2024,High,Yes,15.65,High Risk,0.71020907,Critical,26/12/2024,At Risk,Adequate,Structural Hotspot
288,Central Gate 141,FCT,Nigeria,59030,303,22.76,1,9,2,0,5.6,21,36,25,5,85,2022,High,Yes,6.8,Low Risk,0.219253172,Low,17/03/2022,Stable,Underserved,Standard
289,Old Village 198,Kaduna,Nigeria,35748,376,12.62,1,17,8,4,59,42,30,13,3,45,2023,High,No,15.25,High Risk,0.657619097,High,11/3/2023,Stable,Adequate,Standard
290,Central Market 31,Imo,Nigeria,33865,162,13.95,1,16,5,3,47.7,39,17,6,4,50,2024,High,Yes,13.45,Medium Risk,0.535075151,Medium,6/12/2024,Stable,Adequate,Standard
291,South Market 16,Bauchi,Nigeria,13874,209,5.18,2,13,6,4,57.6,35,42,0,6,40,2022,High,Yes,12.3,Medium Risk,0.532873934,Medium,26/07/2022,Stable,Adequate,Standard
292,Old District 171,Akwa Ibom,Nigeria,24423,84,7.77,1,14,6,4,44.5,41,22,2,4,52,2023,High,Yes,13.55,Medium Risk,0.563880799,Medium,21/05/2023,Stable,Adequate,Standard
293,East Area 51,Lagos,Nigeria,77192,694,24.81,1,16,5,3,7.2,34,39,36,9,80,2024,High,Yes,12.7,Medium Risk,0.521917256,Medium,2/3/2024,Stable,Underserved,Standard
294,New Quarter 130,Akwa Ibom,Nigeria,32227,108,9.26,1,17,9,4,24,34,56,45,1,52,2024,High,Yes,14.3,High Risk,0.659293738,High,24/03/2024,Stable,Adequate,Standard
295,Central Gate 34,Enugu,Nigeria,63551,426,22.28,1,15,5,3,43.5,38,10,29,8,55,2022,High,Yes,12.95,Medium Risk,0.517226181,Medium,27/05/2022,Stable,Underserved,Standard
296,New Park 42,Akwa Ibom,Nigeria,14392,119,5,1,18,7,2,51.1,31,42,25,4,52,2023,High,Yes,13.2,Medium Risk,0.558661847,Medium,9/7/2023,Stable,Adequate,Standard
297,Old Quarter 168,Borno,Nigeria,29895,256,8.68,1,17,10,5,38.3,55,10,27,1,35,2024,High,Yes,17.95,High Risk,0.768534169,Critical,16/05/2024,Stable,Adequate,Standard
298,New Village 152,Rivers,Nigeria,11061,174,5,2,13,5,3,17.3,34,46,30,4,65,2024,High,Yes,11.65,Medium Risk,0.476265082,Low,21/12/2024,Stable,Adequate,Standard
299,Old Village 188,Akwa Ibom,Nigeria,30382,262,9.77,2,13,4,2,51.3,32,23,23,6,52,2024,Medium,No,10.85,Medium Risk,0.417024652,Low,17/02/2024,Stable,Adequate,Standard
300,South Market 176,Enugu,Nigeria,98391,434,26.39,1,18,8,5,24,55,10,0,1,55,2023,High,Yes,17.8,High Risk,0.738297015,Critical,18/05/2023,Stable,Underserved,Standard
301,Central Park 10,Lagos,Nigeria,78936,419,27.7,2,5,3,1,7.5,24,37,29,4,80,2023,Medium,No,6.35,Low Risk,0.220255617,Low,18/12/2023,Stable,Adequate,Standard
302,South District 15,Akwa Ibom,Nigeria,19651,97,5.12,1,15,8,5,77.8,47,31,14,2,52,2024,High,Yes,15.55,High Risk,0.671592209,High,19/05/2024,Stable,Adequate,Standard
303,East Quarter 90,FCT,Nigeria,46658,486,16.18,2,6,4,3,23,33,52,45,4,85,2023,Medium,No,8.8,Medium Risk,0.344384491,Low,9/3/2023,Stable,Adequate,Standard
304,West Market 59,Kaduna,Nigeria,37859,199,9.35,1,15,7,4,34.7,43,14,13,4,45,2024,High,Yes,14.45,High Risk,0.607088621,Medium,6/2/2024,Stable,Adequate,Standard
305,North Estate 158,Plateau,Nigeria,37642,177,9.38,1,15,9,4,48.2,35,47,17,6,48,2022,High,Yes,13.75,Medium Risk,0.631490535,High,22/01/2022,Stable,Adequate,Standard
306,Old Quarter 68,Plateau,Nigeria,25667,129,8.75,1,11,5,2,26.2,37,14,16,1,48,2024,High,Yes,11.15,Medium Risk,0.422475036,Low,2/6/2024,Stable,Adequate,Standard
307,North District 112,Bauchi,Nigeria,81406,448,21.26,1,20,8,4,76.6,46,10,15,5,40,2023,High,Yes,16.9,High Risk,0.713797587,Critical,17/11/2023,At Risk,Underserved,Structural Hotspot
308,North Quarter 23,Rivers,Nigeria,32716,146,9.12,1,14,5,3,41.9,28,51,8,1,65,2024,High,No,11.1,Medium Risk,0.475693,Low,13/11/2024,Stable,Adequate,Standard
309,Old Gate 87,Lagos,Nigeria,62485,358,18.88,2,11,3,1,14.5,24,34,33,9,80,2024,Medium,No,8.45,Medium Risk,0.311559965,Low,21/11/2024,Stable,Adequate,Standard
310,Old Quarter 165,FCT,Nigeria,39380,225,11.86,1,14,6,2,20.5,22,61,41,3,85,2024,High,Yes,10.2,Medium Risk,0.451380799,Low,6/2/2024,Stable,Adequate,Standard
311,North Quarter 148,Kano,Nigeria,17463,224,5,1,17,8,4,60.5,44,19,28,6,50,2022,High,Yes,15.55,High Risk,0.662882255,High,6/10/2022,Stable,Adequate,Structural Hotspot
312,North Estate 14,Plateau,Nigeria,60861,169,20.24,1,17,7,4,23.8,41,38,16,2,48,2023,High,Yes,14.85,High Risk,0.632260245,High,26/12/2023,Stable,Underserved,Standard
313,East District 194,Lagos,Nigeria,29271,457,9.66,3,4,1,0,11.1,17,48,29,5,80,2023,Low,No,4.2,Low Risk,0.109912627,Low,20/10/2023,Stable,Adequate,Standard
314,Old Village 43,Borno,Nigeria,37523,142,14.29,1,18,8,6,57.5,56,13,0,3,35,2024,High,Yes,18.2,High Risk,0.772178594,Critical,27/09/2024,At Risk,Adequate,Standard
315,New Area 86,FCT,Nigeria,135016,567,39.12,3,5,2,1,12,18,56,30,2,85,2024,Low,No,5.2,Low Risk,0.18173887,Low,27/02/2024,Stable,Adequate,Standard
316,Central Gate 101,Imo,Nigeria,49753,345,15.91,1,16,8,4,57.6,42,22,8,4,50,2024,High,Yes,14.9,High Risk,0.642401706,High,21/10/2024,Stable,Underserved,Standard
317,South Area 82,Rivers,Nigeria,64643,462,16.76,1,14,4,2,30.7,24,54,42,3,65,2022,High,Yes,10,Medium Risk,0.411189411,Low,12/6/2022,Stable,Underserved,Standard
318,East Market 114,Borno,Nigeria,22497,167,5.07,1,18,9,5,22.3,47,32,15,2,35,2023,High,Yes,16.85,High Risk,0.739971656,Critical,9/3/2023,Stable,Adequate,Standard
319,South Market 13,Kano,Nigeria,22557,151,6.5,1,16,8,4,48.1,45,18,7,6,50,2024,High,No,15.35,High Risk,0.650296443,High,8/1/2024,Stable,Adequate,Standard
320,Central Area 199,Bauchi,Nigeria,46396,199,16.68,1,14,6,5,72.7,51,10,5,3,40,2024,High,No,15.3,High Risk,0.621446588,Medium,9/2/2024,At Risk,Underserved,Standard
321,New Park 91,Rivers,Nigeria,15384,212,5,1,15,6,4,18.3,43,10,21,5,65,2022,High,Yes,14.2,High Risk,0.584361348,Medium,14/04/2022,Stable,Adequate,Standard
322,West Estate 131,Oyo,Nigeria,21681,305,6.99,1,18,7,5,68.6,45,37,27,4,60,2024,High,Yes,16.05,High Risk,0.689253953,High,4/5/2024,Stable,Adequate,Structural Hotspot
323,West Area 118,Lagos,Nigeria,35999,907,10.3,2,7,3,2,17,28,33,28,8,80,2023,Medium,Yes,7.9,Medium Risk,0.292466715,Low,21/01/2023,Stable,Adequate,Standard
324,West Park 112,Oyo,Nigeria,30702,78,13.28,2,10,3,2,71,30,36,9,2,60,2022,Medium,No,9.25,Medium Risk,0.343382047,Low,11/9/2022,Stable,Adequate,Standard
325,North Gate 168,Rivers,Nigeria,75686,113,21.81,1,14,6,3,47.3,31,37,28,5,65,2023,High,Yes,11.8,Medium Risk,0.506315009,Medium,8/7/2023,Stable,Underserved,Standard
326,Central District 87,Enugu,Nigeria,50318,188,18.11,1,19,6,3,32.1,35,26,31,1,55,2024,High,Yes,14.15,High Risk,0.592928282,Medium,27/04/2024,Stable,Underserved,Standard
327,West Estate 183,Oyo,Nigeria,20861,349,6.4,1,11,5,3,31.2,31,45,18,1,60,2023,High,Yes,10.5,Medium Risk,0.437935563,Low,21/03/2023,Stable,Adequate,Standard
328,Old Gate 108,Plateau,Nigeria,70768,80,14.63,1,19,7,3,20.6,42,15,8,6,48,2023,High,Yes,15.45,High Risk,0.634076607,High,9/5/2023,Stable,Adequate,Standard
329,East District 60,Kano,Nigeria,22294,269,7.61,1,15,8,5,64.4,45,36,15,3,50,2023,High,Yes,15.25,High Risk,0.666329051,High,26/05/2023,Stable,Adequate,Standard
330,East Market 97,Kano,Nigeria,34380,120,9.26,1,16,6,2,69.4,29,47,32,2,50,2022,High,No,11.95,Medium Risk,0.500236634,Low,24/03/2022,Stable,Adequate,Structural Hotspot
331,New District 113,Rivers,Nigeria,33407,325,10.41,1,12,7,3,67.5,30,46,15,6,65,2024,High,Yes,11.2,Medium Risk,0.495975921,Low,2/6/2024,Stable,Adequate,Standard
332,Central Gate 131,Borno,Nigeria,39147,55,10.72,1,19,8,3,29.6,39,24,13,2,35,2023,High,Yes,15.25,High Risk,0.648909143,High,23/11/2023,Stable,Adequate,Standard
333,East Gate 25,Borno,Nigeria,74726,760,24.87,1,15,10,6,31.9,51,21,19,4,35,2024,High,Yes,16.9,High Risk,0.758823071,Critical,11/1/2024,Stable,Underserved,Standard
334,West Area 110,Plateau,Nigeria,42178,235,13.03,1,17,8,4,47.5,46,14,33,5,48,2024,High,Yes,15.85,High Risk,0.668145413,High,4/4/2024,Stable,Adequate,Standard
335,East Village 180,Kano,Nigeria,20454,88,5.43,2,12,5,3,76.8,31,52,11,1,50,2023,High,No,10.85,Medium Risk,0.453152954,Low,24/08/2023,Stable,Adequate,Standard
336,New Area 38,Lagos,Nigeria,40189,1031,17.72,2,9,5,3,27.4,25,59,38,7,80,2023,Medium,No,8.9,Medium Risk,0.391711306,Low,25/11/2023,Stable,Adequate,Standard
337,West Quarter 137,Plateau,Nigeria,39147,107,10.99,1,15,8,3,78.1,31,45,5,3,48,2024,High,Yes,12.65,Medium Risk,0.566986946,Medium,25/09/2024,Stable,Adequate,Standard
338,North Village 77,Plateau,Nigeria,22837,161,8.21,1,18,8,3,64.1,37,19,23,7,48,2024,High,Yes,14.6,High Risk,0.628428594,High,12/2/2024,Stable,Adequate,Structural Hotspot
339,Central District 47,Akwa Ibom,Nigeria,33014,288,11.92,2,12,7,4,47.5,45,11,37,5,52,2024,High,Yes,13.7,Medium Risk,0.566699605,Medium,11/11/2024,Stable,Adequate,Standard
340,West Quarter 84,Akwa Ibom,Nigeria,81333,727,34.35,1,16,7,3,34.9,30,47,27,4,52,2024,High,Yes,12.6,Medium Risk,0.556845486,Medium,27/03/2024,Stable,Underserved,Standard
341,West Estate 109,Lagos,Nigeria,63562,539,18.74,2,11,4,2,7.3,25,37,39,2,80,2022,Medium,Yes,9.1,Medium Risk,0.368168816,Low,10/7/2022,Stable,Adequate,Standard
342,East Gate 194,Kano,Nigeria,51512,193,15.46,1,19,11,6,28.6,49,33,22,1,50,2024,High,Yes,18.25,High Risk,0.837156751,Critical,22/04/2024,Stable,Underserved,Standard
343,South Estate 32,Plateau,Nigeria,42683,167,11.1,1,18,8,4,54.2,43,24,20,1,48,2024,High,No,15.75,High Risk,0.675468067,High,23/03/2024,Stable,Adequate,Standard
344,West Quarter 28,Enugu,Nigeria,24000,158,6.43,2,14,6,3,44.6,26,47,20,6,55,2023,High,Yes,11.05,Medium Risk,0.493157115,Low,22/03/2023,Stable,Adequate,Standard
345,East Gate 56,Enugu,Nigeria,97799,105,32.05,1,18,7,2,79.4,27,33,16,5,55,2023,High,Yes,12.6,Medium Risk,0.548135532,Medium,6/1/2023,Stable,Underserved,Structural Hotspot
346,North Market 105,FCT,Nigeria,121944,886,40.9,2,9,6,2,14.8,29,31,31,10,85,2023,Medium,No,9.5,Medium Risk,0.393714895,Low,7/6/2023,Stable,Adequate,Standard
347,New Estate 80,Kano,Nigeria,42941,177,11.79,2,14,8,3,66.4,32,29,0,1,50,2023,High,Yes,12.45,Medium Risk,0.554401134,Medium,24/08/2023,Stable,Adequate,Standard
348,North Quarter 173,Imo,Nigeria,27414,99,11.25,1,19,7,6,72.7,56,10,4,1,50,2022,High,Yes,18.3,High Risk,0.764668712,Critical,23/10/2022,Stable,Adequate,Structural Hotspot
349,West Gate 157,Enugu,Nigeria,16448,81,5,1,14,5,3,35.1,30,46,36,5,55,2023,High,Yes,11.4,Medium Risk,0.480956158,Low,17/10/2023,Stable,Adequate,Standard
350,East Park 10,Imo,Nigeria,81367,100,27.02,1,15,8,5,53.8,41,39,9,3,50,2024,High,Yes,14.65,High Risk,0.655802736,High,16/08/2024,Stable,Underserved,Standard
351,North District 24,Enugu,Nigeria,21450,147,5.67,1,17,7,3,18.7,36,34,33,4,55,2022,High,Yes,13.85,Medium Risk,0.587852351,Medium,9/2/2022,Stable,Adequate,Standard
352,West Park 41,Rivers,Nigeria,55065,427,16.88,1,12,3,2,64,19,57,19,1,65,2024,High,Yes,8.3,Medium Risk,0.344869461,Low,8/10/2024,Stable,Underserved,Standard
353,North Quarter 163,Enugu,Nigeria,32678,339,13.52,1,17,8,5,34.7,44,29,25,2,55,2022,High,Yes,15.8,High Risk,0.694132255,High,18/12/2022,Stable,Adequate,Standard
354,Old District 191,Borno,Nigeria,60708,271,21.37,1,19,9,4,41.4,45,13,21,5,35,2023,High,Yes,16.65,High Risk,0.718675889,Critical,25/12/2023,Stable,Underserved,Standard
355,West Park 68,FCT,Nigeria,62784,702,18.98,2,11,4,1,29,17,65,14,3,85,2023,Medium,No,7.65,Medium Risk,0.315866185,Low,20/06/2023,Stable,Adequate,Standard
356,East Village 97,Rivers,Nigeria,19281,137,6.55,2,9,3,1,51.1,25,42,40,3,65,2024,Medium,No,7.9,Medium Risk,0.283756761,Low,7/2/2024,Stable,Adequate,Standard
357,East Village 66,Kaduna,Nigeria,18403,158,5,1,16,6,4,47.2,39,39,0,3,45,2024,High,Yes,13.95,Medium Risk,0.589052424,Medium,2/4/2024,Stable,Adequate,Standard
358,East District 51,Kaduna,Nigeria,55965,135,15.17,1,22,10,4,66.4,29,66,8,6,45,2023,High,No,15.55,High Risk,0.744950073,Critical,11/3/2023,Stable,Underserved,Structural Hotspot
359,Old Park 95,Imo,Nigeria,56148,240,16.75,1,13,6,4,61.3,43,10,17,1,50,2023,High,Yes,13.5,Medium Risk,0.553926565,Medium,25/04/2023,Stable,Underserved,Standard
360,West Estate 190,Kano,Nigeria,73566,351,24.99,1,15,7,3,79.4,39,12,21,1,50,2022,High,Yes,13.6,Medium Risk,0.565312305,Medium,14/02/2022,Stable,Underserved,Standard
361,New Quarter 12,Imo,Nigeria,19985,339,5.61,1,16,8,4,39.5,48,11,9,2,50,2022,High,Yes,15.8,High Risk,0.65819118,High,12/4/2022,Stable,Adequate,Standard
362,South Market 132,Lagos,Nigeria,43188,468,14.49,1,11,3,0,19.5,18,40,8,4,80,2023,High,Yes,7.3,Medium Risk,0.264520491,Low,12/11/2023,Stable,Adequate,Standard
363,Central Area 126,Enugu,Nigeria,30632,315,11.45,1,13,6,2,74.4,39,13,17,5,55,2024,High,Yes,12.4,Medium Risk,0.48090025,Low,18/08/2024,Stable,Adequate,Standard
364,East Estate 42,Bauchi,Nigeria,19826,391,6.05,1,19,11,6,42.5,44,49,15,2,40,2024,High,Yes,17.5,High Risk,0.823998856,Critical,14/07/2024,Stable,Adequate,Standard
365,Old District 58,Borno,Nigeria,53019,252,17.51,1,18,8,5,61.1,50,13,3,1,35,2024,High,Yes,17.05,High Risk,0.72513912,Critical,12/3/2024,At Risk,Underserved,Structural Hotspot
366,Old District 57,Oyo,Nigeria,25463,163,8.6,1,16,5,3,73.7,24,62,21,1,60,2023,High,Yes,11.2,Medium Risk,0.495601467,Low,9/3/2023,Stable,Adequate,Structural Hotspot
367,East Estate 92,Imo,Nigeria,66405,89,20.76,2,12,5,3,35.6,31,33,16,3,50,2023,High,Yes,10.85,Medium Risk,0.453152954,Low,2/7/2023,Stable,Adequate,Standard
368,East Market 135,Enugu,Nigeria,25374,174,8.89,2,10,4,1,37.1,26,33,1,7,55,2024,Medium,No,8.65,Medium Risk,0.324333004,Low,4/5/2024,Stable,Adequate,Standard
369,New Quarter 38,Enugu,Nigeria,50188,121,16.54,1,17,7,5,35.6,45,35,34,2,55,2024,High,Yes,15.7,High Risk,0.674036561,High,14/03/2024,Stable,Underserved,Standard
370,New Area 32,Bauchi,Nigeria,43002,179,13.98,1,18,7,3,15.7,40,12,6,1,40,2022,High,Yes,14.8,High Risk,0.613596058,Medium,14/04/2022,Stable,Adequate,Standard
371,Central District 184,Akwa Ibom,Nigeria,29648,132,7.76,1,16,7,3,31.9,43,10,11,1,52,2024,High,Yes,14.55,High Risk,0.591056012,Medium,13/11/2024,Stable,Adequate,Standard
372,Old District 77,Akwa Ibom,Nigeria,24261,260,8.73,1,20,9,5,77.7,52,10,26,4,52,2024,High,Yes,18.3,High Risk,0.783564333,Critical,18/11/2024,Stable,Adequate,Structural Hotspot
373,East Park 95,Borno,Nigeria,90239,200,28.73,1,16,9,5,23.8,46,31,14,2,35,2022,High,Yes,16,High Risk,0.706905294,High,26/05/2022,Stable,Underserved,Standard
374,East Area 4,Enugu,Nigeria,39969,249,11.93,1,18,7,3,32.1,40,10,16,6,55,2024,High,Yes,14.8,High Risk,0.613596058,Medium,6/5/2024,Stable,Adequate,Standard
375,West Park 36,FCT,Nigeria,58695,714,19.67,3,5,1,0,27.2,10,66,54,7,85,2024,Low,No,3.5,Low Risk,0.106708966,Low,2/4/2024,Stable,Adequate,Standard
376,Old Park 80,Enugu,Nigeria,46001,245,13.11,1,15,7,2,31.7,32,19,43,2,55,2022,High,Yes,12.3,Medium Risk,0.515641252,Medium,16/11/2022,Stable,Adequate,Standard
377,Central District 15,Plateau,Nigeria,56447,104,14.8,1,15,6,3,32.5,35,34,16,1,48,2023,High,No,12.75,Medium Risk,0.532058716,Medium,19/02/2023,Stable,Adequate,Standard
378,East District 181,Kano,Nigeria,53333,164,11.23,1,14,8,5,25.1,39,36,5,1,50,2024,High,No,14,Medium Risk,0.635322186,High,2/12/2024,Stable,Adequate,Standard
379,Old District 161,Lagos,Nigeria,83704,479,29.19,1,15,6,3,20.9,30,54,16,3,80,2023,High,Yes,12,Medium Risk,0.518900822,Medium,7/7/2023,Stable,Underserved,Standard
380,East Quarter 44,Enugu,Nigeria,16591,123,6.9,1,15,8,3,49.9,35,19,0,4,55,2023,High,Yes,13.25,Medium Risk,0.577513262,Medium,20/06/2023,Stable,Adequate,Standard
381,East Estate 67,Oyo,Nigeria,28344,445,6.43,1,12,8,4,51.3,44,22,32,3,60,2024,High,Yes,13.8,Medium Risk,0.586795299,Medium,22/09/2024,Stable,Adequate,Standard
382,Central Gate 108,Kaduna,Nigeria,35979,89,12.31,1,20,8,6,35.1,58,11,46,1,45,2023,High,Yes,19.2,High Risk,0.807876534,Critical,28/04/2023,Stable,Adequate,Standard
383,West Area 152,FCT,Nigeria,70646,747,28.49,2,9,4,2,25.6,28,47,46,6,85,2024,Medium,No,8.85,Medium Risk,0.345628771,Low,12/7/2024,Stable,Adequate,Standard
384,East Quarter 164,Imo,Nigeria,37209,248,10.43,1,14,6,3,20.8,31,55,0,1,50,2022,High,Yes,11.8,Medium Risk,0.506315009,Medium,26/08/2022,Stable,Adequate,Standard
385,New District 77,Kano,Nigeria,51962,179,17.35,1,14,6,5,42.1,48,19,23,2,50,2023,High,Yes,14.85,High Risk,0.613551851,Medium,2/6/2023,Stable,Underserved,Standard
386,New Area 186,FCT,Nigeria,81765,421,22.76,1,13,5,1,13.5,12,67,20,10,85,2023,High,Yes,7.85,Medium Risk,0.355870345,Low,18/04/2023,Stable,Underserved,Standard
387,West Park 155,FCT,Nigeria,60263,659,9.37,2,8,4,1,18.8,20,44,45,6,85,2022,Medium,No,7.05,Medium Risk,0.278108748,Low,10/2/2022,Stable,Adequate,Standard
388,South Park 192,Borno,Nigeria,17419,266,7.05,1,20,10,4,36.4,45,10,2,1,35,2024,High,Yes,17.25,High Risk,0.756620553,Critical,14/03/2024,Stable,Adequate,Standard
389,Old Estate 46,Kaduna,Nigeria,56062,127,18.41,1,17,6,4,47.3,45,16,17,6,45,2022,High,Yes,15.2,High Risk,0.620059289,Medium,19/02/2022,Stable,Underserved,Standard
390,North District 106,Enugu,Nigeria,18579,281,6.57,2,11,4,3,21.4,36,34,26,2,55,2024,High,Yes,11,Medium Risk,0.428366185,Low,5/8/2024,Stable,Adequate,Standard
391,West Village 78,Plateau,Nigeria,35605,177,12.55,1,16,7,4,24.1,43,28,0,4,48,2024,High,Yes,14.8,High Risk,0.622306012,Medium,15/07/2024,Stable,Adequate,Standard
392,Central Market 63,Akwa Ibom,Nigeria,32086,160,8.32,2,14,6,3,57.4,27,58,15,5,52,2022,High,Yes,11.2,Medium Risk,0.495788694,Low,19/11/2022,Stable,Adequate,Standard
393,Old Quarter 170,Enugu,Nigeria,75914,353,18.11,1,17,7,3,71.2,34,39,3,5,55,2022,High,Yes,13.55,Medium Risk,0.582589193,Medium,26/02/2022,Stable,Underserved,Structural Hotspot
394,West Quarter 77,Enugu,Nigeria,27375,323,9.26,1,17,9,5,53.5,46,40,3,5,55,2022,High,Yes,16.35,High Risk,0.722122686,Critical,8/4/2022,Stable,Adequate,Standard
395,Central Area 141,Kaduna,Nigeria,18407,120,7.6,1,18,8,4,44.8,36,56,31,7,45,2022,High,No,14.7,High Risk,0.657047015,High,1/7/2022,Stable,Adequate,Standard
396,New Village 6,Rivers,Nigeria,57046,188,19.71,2,9,5,1,47.4,32,14,17,4,65,2022,Medium,No,9.45,Medium Risk,0.347632359,Low,21/12/2022,Stable,Adequate,Standard
397,Central Quarter 10,Lagos,Nigeria,32293,722,11.26,1,12,5,2,8.1,21,65,13,5,80,2023,High,Yes,9.1,Medium Risk,0.395587165,Low,15/03/2023,Stable,Adequate,Standard
398,Old Park 99,Lagos,Nigeria,50632,463,12.35,2,5,4,2,18.7,26,46,39,5,80,2024,Medium,Yes,7.15,Medium Risk,0.279496047,Low,28/02/2024,Stable,Adequate,Standard
399,Central District 114,Kaduna,Nigeria,54694,298,17.76,1,16,8,3,57.9,38,27,27,1,45,2024,High,Yes,14.05,High Risk,0.60062539,Medium,5/1/2024,Stable,Underserved,Standard
400,Central Market 2,Kano,Nigeria,36554,113,10.53,1,20,10,5,48.4,49,24,34,1,50,2024,High,Yes,18.1,High Risk,0.798396869,Critical,27/02/2024,Stable,Adequate,Standard
401,East Village 90,Akwa Ibom,Nigeria,41959,149,12.97,1,12,5,5,79.1,48,22,32,5,52,2023,High,No,13.9,Medium Risk,0.560389796,Medium,27/03/2023,Stable,Adequate,Standard
402,West Area 95,Akwa Ibom,Nigeria,41624,208,9.84,1,17,7,5,66.6,43,39,49,5,52,2022,High,Yes,15.4,High Risk,0.668773403,High,25/11/2022,Stable,Adequate,Structural Hotspot
403,Old District 53,Plateau,Nigeria,26756,247,6.85,1,15,6,4,22,46,10,25,3,48,2023,High,Yes,14.65,High Risk,0.592256085,Medium,3/3/2023,Stable,Adequate,Standard
404,South Gate 47,Rivers,Nigeria,17348,164,5.26,2,9,4,2,41.5,25,44,38,6,65,2024,Medium,Yes,8.4,Medium Risk,0.337734034,Low,27/06/2024,Stable,Adequate,Standard
405,South District 128,Rivers,Nigeria,44502,229,13.98,2,11,5,2,75.6,17,75,16,6,65,2024,Medium,No,8.15,Medium Risk,0.369843457,Low,15/10/2024,Stable,Adequate,Standard
406,New Village 3,Kano,Nigeria,49320,74,16.9,1,15,5,4,33.9,44,27,62,3,50,2023,High,Yes,14.1,High Risk,0.564265654,Medium,23/08/2023,Stable,Underserved,Standard
407,Old Quarter 157,Rivers,Nigeria,34568,279,13.99,1,16,7,3,74.5,19,67,18,3,65,2022,High,Yes,10.95,Medium Risk,0.527898117,Medium,9/12/2022,Stable,Adequate,Structural Hotspot
408,New Area 105,Kano,Nigeria,22265,111,6.04,1,15,7,4,51.8,42,28,28,1,50,2024,High,Yes,14.3,High Risk,0.604457042,Medium,22/05/2024,Stable,Adequate,Standard
